,id_mutation,date_mutation,numero_disposition,nature_mutation,valeur_fonciere,adresse_numero,nombre_lots,code_type_local,type_local,surface_reelle_bati,nombre_pieces_principales,code_nature_culture,nature_culture,surface_terrain,longitude,latitude,année
84,2018-1033469,2018-07-02,1,1,192550.0,29.0,0,1,Maison,78.0,4.0,1,sols,478.0,1.087612,49.394213,2018
85,2018-1032814,2018-05-31,1,1,177000.0,8.0,0,1,Maison,80.0,5.0,1,sols,243.0,1.087443,49.397307,2018
86,2018-1032500,2018-05-23,1,1,130000.0,7.0,0,1,Maison,80.0,5.0,1,sols,245.0,1.088433,49.397552,2018
88,2018-1032429,2018-04-27,1,1,180000.0,26.0,0,1,Maison,92.0,5.0,1,sols,202.0,1.088945,49.396977,2018
89,2018-1031952,2018-04-19,1,1,115000.0,19.0,0,1,Maison,80.0,5.0,1,sols,243.0,1.087156,49.397545,2018
90,2018-1032011,2018-03-30,1,1,110000.0,5.0,0,1,Maison,80.0,5.0,1,sols,190.0,1.085355,49.397252,2018
92,2018-1031750,2018-03-19,1,1,157000.0,3.0,0,1,Maison,80.0,5.0,1,sols,196.0,1.085347,49.397359,2018
93,2018-1031493,2018-03-15,1,1,146000.0,3.0,0,1,Maison,80.0,5.0,1,sols,246.0,1.086255,49.396765,2018
94,2018-1030771,2018-01-29,1,1,42336.0,11.0,0,1,Maison,80.0,5.0,1,sols,245.0,1.0869,49.397209,2018
95,2018-1030517,2018-01-08,1,1,159000.0,22.0,0,1,Maison,80.0,5.0,1,sols,241.0,1.088417,49.396652,2018
97,2017-545457,2017-11-30,1,1,239000.0,31.0,0,1,Maison,160.0,6.0,1,sols,360.0,1.087917,49.394217,2017
98,2017-545313,2017-11-24,1,1,292000.0,7.0,0,1,Maison,127.0,5.0,1,sols,580.0,1.087562,49.394958,2017
99,2017-545456,2017-11-09,1,1,176000.0,26.0,0,1,Maison,92.0,5.0,1,sols,541.0,1.08878,49.392593,2017
100,2017-544897,2017-10-30,1,1,92000.0,6.0,0,1,Maison,80.0,5.0,1,sols,196.0,1.084028,49.396672,2017
101,2017-544563,2017-10-02,1,1,135000.0,22.0,0,1,Maison,80.0,5.0,1,sols,198.0,1.085871,49.396407,2017
102,2017-544277,2017-09-08,1,1,152000.0,20.0,0,1,Maison,80.0,5.0,1,sols,246.0,1.08695,49.396228,2017
103,2017-544170,2017-08-29,1,1,162800.0,12.0,0,1,Maison,80.0,5.0,1,sols,198.0,1.085744,49.396876,2017
104,2017-543713,2017-08-25,1,1,231000.0,14.0,0,1,Maison,133.0,5.0,1,sols,536.0,1.087289,49.392661,2017
106,2017-543453,2017-07-31,1,1,160000.0,7.0,0,1,Maison,80.0,5.0,1,sols,242.0,1.086877,49.397378,2017
107,2017-543034,2017-07-18,1,1,190000.0,44.0,0,1,Maison,100.0,5.0,1,sols,236.0,1.088436,49.395546,2017
108,2017-543033,2017-07-11,1,1,162000.0,26.0,0,1,Maison,90.0,4.0,1,sols,335.0,1.08675,49.393394,2017
0,2022-361562,2022-06-24,1,1,369200.0,10.0,0,1,Maison,210.0,6.0,1,sols,618.0,1.108478,49.373159,2022
3,2022-361491,2022-06-08,1,1,100000.0,68.0,0,1,Maison,50.0,3.0,1,sols,95.0,1.113615,49.372202,2022
6,2021-1183989,2021-10-14,1,1,111000.0,45.0,0,1,Maison,46.0,3.0,1,sols,95.0,1.114309,49.372126,2021
7,2021-1183989,2021-10-14,1,1,111000.0,47.0,0,1,Maison,46.0,3.0,1,sols,93.0,1.114237,49.372127,2021
8,2021-1183989,2021-10-14,1,1,111000.0,49.0,0,1,Maison,46.0,3.0,1,sols,96.0,1.114174,49.372109,2021
12,2021-1181754,2021-07-19,1,1,251000.0,18.0,0,1,Maison,146.0,5.0,1,sols,454.0,1.108822,49.372129,2021
14,2021-1181457,2021-07-12,1,1,198000.0,16.0,0,1,Maison,90.0,5.0,1,sols,397.0,1.108898,49.372495,2021
16,2021-1181906,2021-07-06,1,1,90000.0,38.0,0,1,Maison,46.0,3.0,1,sols,93.0,1.114486,49.372451,2021
17,2021-1181906,2021-07-06,1,1,90000.0,40.0,0,1,Maison,46.0,3.0,1,sols,90.0,1.114429,49.372435,2021
22,2021-1181214,2021-06-14,1,1,181700.0,49.0,0,1,Maison,82.0,5.0,1,sols,449.0,1.109177,49.372541,2021
24,2021-1181445,2021-06-07,1,1,36000.0,85.0,0,1,Maison,46.0,3.0,1,sols,95.0,1.113125,49.371809,2021
26,2021-1180458,2021-06-01,1,1,37500.0,76.0,0,1,Maison,62.0,3.0,1,sols,93.0,1.11341,49.372115,2021
29,2021-1180625,2021-05-12,1,1,225000.0,19.0,0,1,Maison,156.0,6.0,1,sols,560.0,1.107818,49.371911,2021
30,2021-1179733,2021-04-26,1,1,189500.0,223.0,0,1,Maison,100.0,4.0,1,sols,491.0,1.108381,49.375287,2021
31,2020-1065319,2020-10-27,1,1,147000.0,36.0,0,1,Maison,86.0,4.0,1,sols,106.0,1.109747,49.371241,2020
36,2020-1064798,2020-10-12,1,1,71000.0,77.0,0,1,Maison,46.0,3.0,1,sols,96.0,1.113368,49.371863,2020
37,2020-1064798,2020-10-12,1,1,71000.0,79.0,0,1,Maison,46.0,3.0,1,sols,95.0,1.11331,49.371846,2020
38,2020-1064011,2020-08-31,1,1,247000.0,1.0,0,1,Maison,85.0,4.0,1,sols,672.0,1.108523,49.374632,2020
39,2020-1063691,2020-08-20,1,1,80000.0,84.0,0,1,Maison,73.0,2.0,1,sols,97.0,1.113176,49.372049,2020
41,2020-1063045,2020-07-06,1,1,147000.0,41.0,0,1,Maison,115.0,5.0,1,sols,117.0,1.111429,49.370531,2020
42,2020-1063045,2020-07-06,1,1,147000.0,41.0,0,1,Maison,115.0,5.0,4,jardins,607.0,1.111429,49.370531,2020
43,2020-1062196,2020-06-10,1,1,202000.0,53.0,0,1,Maison,78.0,3.0,1,sols,146.0,1.108026,49.36984,2020
44,2020-1062196,2020-06-10,1,1,202000.0,53.0,0,1,Maison,78.0,3.0,4,jardins,1085.0,1.108026,49.36984,2020
45,2020-1062110,2020-06-05,1,1,199000.0,14.0,0,1,Maison,99.0,6.0,1,sols,500.0,1.107596,49.369126,2020
46,2020-1062110,2020-06-05,1,1,199000.0,14.0,0,1,Maison,99.0,6.0,2,terrains d'agrément,95.0,1.107596,49.369126,2020
47,2020-1060186,2020-01-31,1,1,101750.0,4.0,0,1,Maison,70.0,3.0,1,sols,90.0,1.108527,49.372495,2020
48,2020-1060038,2020-01-23,1,1,70500.0,81.0,0,1,Maison,46.0,3.0,1,sols,96.0,1.113251,49.37183,2020
49,2020-1060038,2020-01-23,1,1,70500.0,83.0,0,1,Maison,46.0,3.0,1,sols,90.0,1.113193,49.371813,2020
50,2019-1118349,2019-12-17,1,1,36000.0,75.0,0,1,Maison,46.0,3.0,1,sols,86.0,1.113427,49.37188,2019
51,2019-1117517,2019-11-20,1,1,166000.0,6.0,0,1,Maison,88.0,5.0,1,sols,374.0,1.107537,49.368793,2019
54,2019-1117397,2019-11-18,1,1,135000.0,13.0,0,1,Maison,100.0,5.0,1,sols,192.0,1.108138,49.372309,2019
55,2019-1117322,2019-07-05,1,2,60000.0,41.0,0,1,Maison,115.0,5.0,4,jardins,607.0,1.111429,49.370531,2019
56,2019-1117322,2019-07-05,1,2,60000.0,41.0,0,1,Maison,115.0,5.0,1,sols,117.0,1.111429,49.370531,2019
57,2019-1114305,2019-06-26,1,1,43000.0,86.0,0,1,Maison,46.0,3.0,1,sols,86.0,1.113094,49.372054,2019
59,2019-1114259,2019-06-05,1,1,346150.0,1.0,0,1,Maison,210.0,8.0,1,sols,688.0,1.108259,49.373789,2019
62,2019-1118740,2019-02-08,1,2,115000.0,59.0,0,1,Maison,34.0,1.0,1,sols,512.0,1.10755,49.369367,2019
63,2019-1118740,2019-02-08,1,2,115000.0,59.0,0,1,Maison,130.0,4.0,1,sols,512.0,1.10755,49.369367,2019
64,2018-1036139,2018-11-19,1,1,156000.0,14.0,0,1,Maison,88.0,5.0,1,sols,255.0,1.108168,49.368881,2018
65,2018-1035723,2018-10-25,1,1,152000.0,16.0,0,1,Maison,88.0,5.0,1,sols,332.0,1.108251,49.368943,2018
67,2018-1033745,2018-07-04,1,1,175900.0,37.0,0,1,Maison,95.0,5.0,1,sols,345.0,1.108968,49.373463,2018
70,2018-1032169,2018-04-20,1,1,50000.0,36.0,0,1,Maison,86.0,4.0,1,sols,106.0,1.109747,49.371241,2018
77,2017-544775,2017-10-19,1,1,357500.0,33.0,0,2,Appartement,22.0,1.0,2,terrains d'agrément,116.0,1.107834,49.371362,2017
78,2017-544775,2017-10-19,1,1,357500.0,33.0,0,2,Appartement,22.0,1.0,1,sols,500.0,1.107834,49.371362,2017
101,2017-544415,2017-09-29,1,1,79100.0,29.0,0,1,Maison,75.0,5.0,1,sols,659.0,1.108209,49.371805,2017
102,2017-543937,2017-09-05,1,1,145000.0,223.0,0,1,Maison,100.0,4.0,1,sols,491.0,1.108381,49.375287,2017
103,2017-543807,2017-08-11,1,1,164180.0,4.0,0,1,Maison,96.0,4.0,1,sols,291.0,1.10824,49.373038,2017
0,2021-1183811,2021-10-21,1,1,220000.0,11.0,0,1,Maison,115.0,3.0,1,sols,749.0,1.10373,49.381385,2021
2,2021-1183432,2021-10-06,1,1,157000.0,5.0,0,1,Maison,78.0,4.0,1,sols,152.0,1.104766,49.380337,2021
4,2021-1182748,2021-08-11,1,1,172000.0,10.0,0,1,Maison,71.0,4.0,1,sols,112.0,1.105356,49.382567,2021
6,2021-1181642,2021-07-20,1,1,126000.0,29.0,0,1,Maison,70.0,3.0,1,sols,99.0,1.103899,49.379614,2021
9,2021-1181384,2021-07-09,1,1,150000.0,18.0,0,1,Maison,58.0,3.0,1,sols,495.0,1.101502,49.379665,2021
11,2021-1179797,2021-04-26,1,1,246000.0,6.0,0,1,Maison,81.0,5.0,1,sols,511.0,1.104867,49.385032,2021
13,2021-1179748,2021-04-01,1,1,60000.0,8.0,0,1,Maison,61.0,5.0,1,sols,333.0,1.104699,49.384798,2021
17,2020-1064958,2020-10-20,1,1,76500.0,23.0,0,1,Maison,40.0,3.0,1,sols,117.0,1.104117,49.379692,2020
19,2020-1064908,2020-10-14,1,1,188000.0,34.0,0,1,Maison,91.0,5.0,1,sols,643.0,1.101738,49.384731,2020
20,2020-1064769,2020-09-21,1,1,135000.0,2.0,0,1,Maison,80.0,4.0,1,sols,38.0,1.105695,49.382662,2020
23,2020-1064104,2020-09-11,1,1,87642.5,5.0,0,1,Maison,104.0,4.0,1,sols,473.0,1.104712,49.383011,2020
24,2020-1063947,2020-07-06,1,1,145000.0,10.0,0,1,Maison,83.0,4.0,1,sols,152.0,1.10435,49.380453,2020
25,2020-1062560,2020-06-12,1,1,147000.0,9.0,0,1,Maison,89.0,4.0,1,sols,759.0,1.104114,49.382443,2020
29,2020-1062077,2020-05-19,1,1,120000.0,9.0,0,1,Maison,89.0,4.0,1,sols,759.0,1.104114,49.382443,2020
30,2020-1060587,2020-02-21,1,1,230000.0,11.0,0,1,Maison,108.0,5.0,1,sols,345.0,1.104042,49.383409,2020
31,2020-1060433,2020-02-10,1,1,125000.0,47.0,0,1,Maison,80.0,4.0,1,sols,118.0,1.103665,49.379657,2020
34,2019-1117929,2019-12-10,1,1,155000.0,21.0,0,1,Maison,78.0,4.0,1,sols,316.0,1.102761,49.384395,2019
35,2019-1117508,2019-11-20,1,1,100000.0,15.0,0,1,Maison,54.0,3.0,1,sols,378.0,1.103638,49.383422,2019
36,2019-1116895,2019-10-07,1,1,100000.0,4.0,0,1,Maison,80.0,4.0,1,sols,345.0,1.100935,49.381742,2019
37,2019-1116626,2019-10-04,1,1,212700.0,6.0,0,1,Maison,137.0,4.0,1,sols,414.0,1.104364,49.382358,2019
38,2019-1116086,2019-08-27,1,1,111900.0,37.0,0,1,Maison,84.0,3.0,1,sols,107.0,1.103694,49.379612,2019
42,2019-1115851,2019-08-08,1,1,217500.0,6.0,0,1,Maison,81.0,5.0,1,sols,511.0,1.104867,49.385032,2019
43,2019-1115543,2019-08-06,1,1,98000.0,8.0,0,1,Maison,80.0,4.0,1,sols,27.0,1.105573,49.382648,2019
49,2019-1115083,2019-07-05,1,1,217000.0,31.0,0,1,Maison,114.0,4.0,1,sols,515.0,1.100615,49.383647,2019
50,2019-1114753,2019-06-19,1,1,225000.0,2.0,0,1,Maison,85.0,6.0,1,sols,648.0,1.105363,49.383396,2019
51,2019-1113891,2019-06-05,1,1,165000.0,19.0,0,1,Maison,100.0,6.0,1,sols,813.0,1.101911,49.383639,2019
52,2019-1112701,2019-03-26,1,1,221700.0,22.0,0,1,Maison,100.0,4.0,1,sols,361.0,1.101903,49.384165,2019
53,2019-1111826,2019-02-04,1,1,136200.0,2.0,0,1,Maison,85.0,5.0,1,sols,135.0,1.105556,49.383851,2019
57,2019-1111621,2019-01-25,1,1,154000.0,13.0,0,1,Maison,94.0,3.0,1,sols,162.0,1.103589,49.383996,2019
58,2019-1111548,2019-01-17,1,1,253650.0,21.0,0,1,Maison,118.0,6.0,1,sols,740.0,1.101565,49.383624,2019
62,2018-1036422,2018-12-15,1,1,110000.0,8.0,0,1,Maison,90.0,5.0,1,sols,398.0,1.104368,49.382791,2018
63,2018-1033473,2018-07-10,1,1,127000.0,9.0,0,1,Maison,55.0,3.0,1,sols,402.0,1.103601,49.381911,2018
64,2018-1033429,2018-06-25,1,1,125000.0,24.0,0,1,Maison,70.0,3.0,1,sols,380.0,1.104276,49.378116,2018
65,2018-1033231,2018-06-15,1,1,150000.0,18.0,0,1,Maison,58.0,3.0,1,sols,495.0,1.101502,49.379665,2018
66,2018-1032834,2018-05-25,1,1,133000.0,113.0,0,1,Maison,65.0,3.0,1,sols,180.0,1.102401,49.379647,2018
67,2018-1032226,2018-04-30,1,1,139000.0,14.0,0,1,Maison,57.0,2.0,1,sols,208.0,1.102761,49.384167,2018
68,2018-1032135,2018-04-06,1,1,173000.0,6.0,0,1,Maison,92.0,4.0,1,sols,323.0,1.10497,49.381602,2018
69,2018-1031380,2018-02-28,1,1,158500.0,4.0,0,1,Maison,88.0,3.0,1,sols,382.0,1.104707,49.382183,2018
72,2017-544744,2017-09-28,1,1,171000.0,28.0,0,1,Maison,97.0,4.0,1,sols,305.0,1.1033,49.378061,2017
73,2017-543632,2017-08-05,1,1,212400.0,17.0,0,1,Maison,79.0,3.0,1,sols,408.0,1.103443,49.383517,2017
74,2017-543478,2017-08-03,1,1,171000.0,12.0,0,1,Maison,83.0,4.0,1,sols,181.0,1.10436,49.380529,2017
0,2021-1182172,2021-07-22,1,1,167230.0,11.0,0,1,Maison,60.0,3.0,1,sols,259.0,1.106468,49.365605,2021
3,2021-1181645,2021-07-21,1,1,144800.0,21.0,0,1,Maison,83.0,4.0,1,sols,258.0,1.107262,49.365603,2021
4,2021-1179011,2021-03-18,1,1,280000.0,9030.0,0,4,Local industriel. commercial ou assimilé,324.0,0.0,1,sols,2446.0,1.103721,49.36556,2021
5,2021-1178715,2021-02-26,1,1,200000.0,63.0,0,1,Maison,103.0,5.0,1,sols,196.0,1.107298,49.368587,2021
7,2020-1066819,2020-12-16,1,1,280000.0,9030.0,0,4,Local industriel. commercial ou assimilé,324.0,0.0,1,sols,2446.0,1.103721,49.36556,2020
8,2020-1064611,2020-09-22,1,1,116000.0,43.0,0,1,Maison,61.0,3.0,1,sols,209.0,1.107157,49.365037,2020
9,2020-1064081,2020-09-10,1,1,200000.0,65.0,0,1,Maison,105.0,5.0,1,sols,223.0,1.107361,49.368407,2020
11,2020-1063306,2020-07-27,1,1,210000.0,9040.0,0,1,Maison,175.0,7.0,1,sols,219.0,1.110577,49.36629,2020
12,2020-1063306,2020-07-27,1,1,210000.0,9040.0,0,1,Maison,175.0,7.0,2,terrains d'agrément,2576.0,1.110577,49.36629,2020
13,2020-1060341,2020-02-05,1,1,150000.0,45.0,0,1,Maison,72.0,4.0,1,sols,236.0,1.107163,49.365097,2020
14,2019-1117036,2019-10-16,1,1,161800.0,8.0,0,1,Maison,60.0,3.0,1,sols,323.0,1.106111,49.365262,2019
15,2019-1115255,2019-07-26,1,1,186000.0,26.0,0,1,Maison,97.0,4.0,1,sols,315.0,1.105789,49.364762,2019
16,2019-1112568,2019-02-26,1,1,100000.0,42.0,0,1,Maison,60.0,1.0,1,sols,183.0,1.106985,49.364781,2019
17,2018-1035940,2018-10-25,1,1,103000.0,81.0,0,1,Maison,65.0,4.0,1,sols,236.0,1.105853,49.36554,2018
18,2018-1033127,2018-06-26,1,1,600000.0,9010.0,0,4,Local industriel. commercial ou assimilé,424.0,0.0,1,sols,2500.0,1.105097,49.36553,2018
19,2018-1033127,2018-06-26,1,1,600000.0,9010.0,0,4,Local industriel. commercial ou assimilé,48.0,0.0,1,sols,2500.0,1.105097,49.36553,2018
20,2018-1033127,2018-06-26,1,1,600000.0,9010.0,0,4,Local industriel. commercial ou assimilé,319.0,0.0,1,sols,2500.0,1.105097,49.36553,2018
21,2018-1030478,2018-01-04,1,1,114500.0,46.0,0,1,Maison,60.0,1.0,1,sols,183.0,1.107206,49.364779,2018
0,2022-360155,2022-03-18,1,1,150300.0,7.0,0,1,Maison,90.0,4.0,1,sols,376.0,1.094234,49.387607,2022
1,2022-359099,2022-01-10,1,1,292550.0,6.0,0,1,Maison,106.0,4.0,1,sols,483.0,1.090388,49.386909,2022
2,2021-1183987,2021-10-11,1,1,307500.0,62.0,0,1,Maison,85.0,5.0,1,sols,117.0,1.087889,49.385355,2021
3,2021-1183987,2021-10-11,1,1,307500.0,62.0,0,1,Maison,85.0,5.0,4,jardins,907.0,1.087889,49.385355,2021
4,2021-1183648,2021-09-24,1,1,156300.0,36.0,0,1,Maison,80.0,4.0,1,sols,278.0,1.094967,49.386874,2021
7,2021-1182670,2021-09-03,1,1,145000.0,4.0,0,1,Maison,76.0,4.0,1,sols,565.0,1.093141,49.386208,2021
15,2021-1182525,2021-08-13,1,1,257150.0,46.0,0,1,Maison,101.0,5.0,1,sols,866.0,1.090448,49.385474,2021
17,2021-1182167,2021-08-02,1,1,125000.0,12.0,0,1,Maison,116.0,5.0,1,sols,640.0,1.092362,49.385922,2021
20,2021-1182357,2021-07-28,1,1,147000.0,23.0,0,1,Maison,70.0,4.0,1,sols,522.0,1.092811,49.386556,2021
22,2021-1181502,2021-07-13,1,1,158500.0,25.0,0,1,Maison,67.0,4.0,1,sols,94.0,1.091978,49.3852,2021
23,2021-1181502,2021-07-13,1,1,158500.0,25.0,0,1,Maison,67.0,4.0,4,jardins,640.0,1.091978,49.3852,2021
24,2021-1181413,2021-07-02,1,1,200000.0,8.0,0,1,Maison,85.0,4.0,1,sols,405.0,1.091624,49.385726,2021
25,2021-1181236,2021-06-17,1,1,158690.0,10.0,0,1,Maison,70.0,4.0,1,sols,326.0,1.094483,49.388573,2021
28,2021-1180920,2021-06-11,1,1,159000.0,2.0,0,1,Maison,65.0,4.0,1,sols,474.0,1.095104,49.387765,2021
32,2021-1180132,2021-05-18,1,1,185900.0,9.0,0,1,Maison,80.0,4.0,1,sols,366.0,1.093944,49.387498,2021
33,2021-1180539,2021-05-18,1,1,179300.0,6.0,0,1,Maison,78.0,4.0,1,sols,437.0,1.091551,49.388634,2021
37,2021-1179738,2021-04-15,1,1,214000.0,6.0,0,1,Maison,89.0,5.0,1,sols,404.0,1.091406,49.387213,2021
44,2021-1178003,2021-01-22,1,1,166000.0,1.0,0,1,Maison,103.0,6.0,1,sols,380.0,1.088203,49.387801,2021
48,2020-1066538,2020-12-16,1,1,119000.0,8.0,0,1,Maison,77.0,4.0,1,sols,259.0,1.087578,49.387442,2020
49,2020-1064166,2020-08-27,1,1,170000.0,9.0,0,1,Maison,88.0,5.0,1,sols,232.0,1.087597,49.387693,2020
51,2020-1062846,2020-06-30,1,1,281000.0,52.0,0,1,Maison,94.0,4.0,1,sols,851.0,1.089367,49.385516,2020
53,2020-1062881,2020-06-23,1,1,187000.0,4.0,0,1,Maison,85.0,4.0,1,sols,407.0,1.09146,49.38706,2020
54,2020-1062323,2020-06-09,1,1,194500.0,46.0,0,1,Maison,68.0,4.0,1,sols,472.0,1.094945,49.386042,2020
55,2020-1062744,2020-06-08,1,1,100000.0,40.0,0,1,Maison,84.0,5.0,1,sols,479.0,1.095049,49.384414,2020
68,2020-1060860,2020-03-03,1,1,170000.0,24.0,0,1,Maison,73.0,3.0,1,sols,464.0,1.091331,49.385508,2020
69,2020-1060618,2020-02-07,1,1,137000.0,8.0,0,1,Maison,78.0,4.0,1,sols,572.0,1.09432,49.386721,2020
83,2020-1060085,2020-01-13,1,1,149000.0,4.0,0,1,Maison,70.0,4.0,1,sols,327.0,1.09481,49.388839,2020
87,2019-1116431,2019-09-16,1,1,149500.0,8.0,0,1,Maison,90.0,4.0,1,sols,436.0,1.093515,49.387679,2019
89,2019-1116316,2019-09-09,1,1,207000.0,5.0,0,1,Maison,96.0,5.0,1,sols,395.0,1.091663,49.387681,2019
92,2019-1115354,2019-08-05,1,1,147950.0,2.0,0,1,Maison,70.0,3.0,1,sols,381.0,1.095057,49.385697,2019
98,2019-1112706,2019-03-15,1,1,214000.0,11.0,0,1,Maison,108.0,6.0,1,sols,525.0,1.087457,49.387694,2019
99,2018-1035625,2018-10-15,1,1,158000.0,9.0,0,1,Maison,124.0,7.0,1,sols,479.0,1.094122,49.385308,2018
100,2018-1035048,2018-10-04,1,1,215000.0,33.0,0,1,Maison,78.0,4.0,1,sols,97.0,1.090872,49.385041,2018
101,2018-1035048,2018-10-04,1,1,215000.0,33.0,0,1,Maison,78.0,4.0,4,jardins,788.0,1.090872,49.385041,2018
104,2018-1034785,2018-08-31,1,1,147000.0,6.0,0,1,Maison,90.0,4.0,1,sols,448.0,1.093626,49.387753,2018
105,2018-1034590,2018-08-11,1,1,115000.0,43.0,0,1,Maison,78.0,5.0,1,sols,83.0,1.090072,49.385565,2018
106,2018-1034590,2018-08-11,1,1,115000.0,43.0,0,1,Maison,78.0,5.0,4,jardins,589.0,1.090072,49.385565,2018
107,2018-1034191,2018-08-10,1,1,177000.0,8.0,0,1,Maison,84.0,5.0,1,sols,250.0,1.09495,49.384991,2018
108,2018-1032920,2018-06-08,1,1,145000.0,15.0,0,1,Maison,80.0,5.0,1,sols,261.0,1.09324,49.387245,2018
109,2018-1032520,2018-05-17,1,1,175000.0,9.0,0,1,Maison,91.0,5.0,1,sols,395.0,1.091223,49.388352,2018
110,2018-1032730,2018-05-11,1,1,115000.0,28.0,0,1,Maison,65.0,4.0,1,sols,375.0,1.09128,49.386227,2018
112,2018-1032476,2018-05-09,1,1,219350.0,46.0,0,1,Maison,68.0,3.0,1,sols,721.0,1.090568,49.386049,2018
115,2018-1031826,2018-04-04,1,1,131000.0,41.0,0,1,Maison,78.0,5.0,1,sols,84.0,1.090126,49.385697,2018
116,2018-1031826,2018-04-04,1,1,131000.0,41.0,0,1,Maison,78.0,5.0,4,jardins,592.0,1.090126,49.385697,2018
117,2018-1032014,2018-03-30,1,1,154000.0,9.0,0,1,Maison,90.0,4.0,1,sols,366.0,1.093944,49.387498,2018
119,2017-545312,2017-11-24,1,1,153600.0,18.0,0,1,Maison,70.0,4.0,1,sols,615.0,1.093093,49.387034,2017
120,2017-545037,2017-10-27,1,1,158750.0,13.0,0,1,Maison,71.0,4.0,1,sols,279.0,1.093463,49.387347,2017
121,2017-544600,2017-10-16,1,1,147600.0,20.0,0,1,Maison,72.0,4.0,1,sols,385.0,1.092799,49.386935,2017
125,2017-543237,2017-07-24,1,1,173400.0,1.0,0,1,Maison,87.0,5.0,1,sols,466.0,1.089964,49.386374,2017
126,2017-543177,2017-07-21,1,1,212000.0,34.0,0,1,Maison,100.0,5.0,1,sols,505.0,1.094315,49.384194,2017
0,2021-1183889,2021-10-25,1,1,196000.0,19.0,0,1,Maison,81.0,4.0,1,sols,373.0,1.087564,49.389045,2021
2,2021-1182202,2021-08-05,1,1,216000.0,2.0,0,1,Maison,121.0,5.0,1,sols,339.0,1.088798,49.389139,2021
3,2021-1181487,2021-07-13,1,1,250000.0,11.0,0,1,Maison,117.0,5.0,1,sols,655.0,1.083843,49.388268,2021
7,2021-1180368,2021-05-25,1,1,225000.0,6.0,0,1,Maison,81.0,4.0,1,sols,250.0,1.088063,49.388766,2021
8,2021-1179206,2021-03-26,1,1,232800.0,11.0,0,1,Maison,106.0,4.0,1,sols,712.0,1.084811,49.389084,2021
12,2021-1179276,2021-03-19,1,1,800000.0,2.0,0,4,Local industriel. commercial ou assimilé,3980.0,0.0,1,sols,5990.0,1.083573,49.391295,2021
15,2021-1178090,2021-01-29,1,1,190000.0,1.0,0,1,Maison,80.0,4.0,1,sols,201.0,1.088505,49.388647,2021
16,2021-1178199,2021-01-04,1,1,219000.0,1.0,0,1,Maison,80.0,4.0,1,sols,852.0,1.087597,49.388277,2021
19,2020-1066409,2020-12-18,1,3,176900.0,6.0,0,1,Maison,82.0,4.0,1,sols,169.0,1.083987,49.391716,2020
21,2020-1064875,2020-10-14,1,3,178900.0,96.0,0,1,Maison,82.0,4.0,1,sols,186.0,1.084321,49.39179,2020
24,2020-1063079,2020-07-17,1,3,178900.0,4.0,0,1,Maison,82.0,4.0,1,sols,170.0,1.084123,49.391669,2020
33,2020-1060002,2020-01-21,1,3,178900.0,18.0,0,1,Maison,82.0,4.0,6,Terrain à bâtir,151.0,1.084534,49.391599,2020
34,2019-1117605,2019-11-26,1,1,192000.0,10.0,0,1,Maison,81.0,4.0,1,sols,264.0,1.087941,49.388882,2019
35,2019-1117216,2019-11-08,1,1,173000.0,33.0,0,1,Maison,81.0,4.0,1,sols,204.0,1.088326,49.389271,2019
38,2019-1116774,2019-10-08,1,1,170000.0,3.0,0,1,Maison,80.0,4.0,1,sols,467.0,1.087715,49.388442,2019
44,2019-1114798,2019-07-18,1,1,152415.0,13.0,0,1,Maison,77.0,22.0,1,sols,307.0,1.089254,49.389136,2019
52,2019-1112563,2019-03-20,1,1,250000.0,9013.0,0,4,Local industriel. commercial ou assimilé,4241.0,0.0,1,sols,4241.0,1.079116,49.389855,2019
53,2019-1112563,2019-03-20,1,1,250000.0,9015.0,0,4,Local industriel. commercial ou assimilé,3787.0,0.0,1,sols,3787.0,1.078831,49.38962,2019
54,2019-1112563,2019-03-20,1,1,250000.0,9030.0,0,4,Local industriel. commercial ou assimilé,2300.0,0.0,1,sols,4267.0,1.080474,49.39098,2019
55,2019-1112563,2019-03-20,1,1,250000.0,9030.0,0,4,Local industriel. commercial ou assimilé,880.0,0.0,1,sols,4267.0,1.080474,49.39098,2019
100,2018-1030704,2018-01-15,1,1,188276.83,13.0,0,1,Maison,91.0,4.0,1,sols,261.0,1.08669,49.389921,2018
104,2017-543941,2017-08-29,1,1,194000.0,6.0,0,1,Maison,77.0,4.0,1,sols,260.0,1.088843,49.388912,2017
0,2022-360375,2022-04-21,1,1,260000.0,26.0,0,1,Maison,129.0,4.0,1,sols,351.0,1.071855,49.401886,2022
2,2021-1180016,2021-05-10,1,1,160000.0,13.0,0,1,Maison,64.0,4.0,1,sols,452.0,1.070963,49.402764,2021
3,2021-1177880,2021-01-14,1,1,174000.0,21.0,0,1,Maison,64.0,4.0,1,sols,498.0,1.070475,49.403622,2021
5,2020-1061542,2020-03-10,1,1,200000.0,2.0,0,2,Appartement,18.0,1.0,1,sols,105.0,1.074902,49.403036,2020
6,2020-1061542,2020-03-10,1,1,200000.0,2.0,0,4,Local industriel. commercial ou assimilé,68.0,0.0,1,sols,105.0,1.074902,49.403036,2020
7,2019-1116084,2019-08-28,1,1,180000.0,28.0,0,1,Maison,108.0,5.0,1,sols,348.0,1.071647,49.401956,2019
