,id_mutation,date_mutation,numero_disposition,nature_mutation,valeur_fonciere,adresse_numero,nombre_lots,code_type_local,type_local,surface_reelle_bati,nombre_pieces_principales,code_nature_culture,nature_culture,surface_terrain,longitude,latitude,année
2,2022-359041,2022-01-18,1,1,181300.0,4.0,0,1,Maison,83.0,4.0,1,sols,97.0,1.06889,49.391763,2022
8,2021-1183216,2021-09-13,1,1,176000.0,8.0,0,1,Maison,95.0,5.0,1,sols,795.0,1.060618,49.394682,2021
9,2021-1183377,2021-09-13,1,1,410000.0,10.0,0,1,Maison,108.0,4.0,1,sols,2073.0,1.063144,49.390904,2021
13,2021-1181949,2021-07-30,1,1,384000.0,1.0,0,1,Maison,114.0,3.0,1,sols,506.0,1.065836,49.392018,2021
14,2021-1181790,2021-07-23,1,1,400000.0,26.0,0,1,Maison,250.0,6.0,2,terrains d'agrément,1352.0,1.067123,49.389567,2021
15,2021-1181790,2021-07-23,1,1,400000.0,26.0,0,1,Maison,250.0,6.0,1,sols,566.0,1.067123,49.389567,2021
18,2021-1180391,2021-05-31,1,1,3480000.0,63.0,0,4,Local industriel. commercial ou assimilé,586.0,0.0,1,sols,1986.0,1.059434,49.393091,2021
21,2021-1180860,2021-05-28,1,1,375000.0,9.0,0,1,Maison,129.0,4.0,1,sols,1765.0,1.062906,49.39063,2021
24,2021-1179950,2021-05-04,1,1,275000.0,8.0,0,1,Maison,143.0,6.0,1,sols,187.0,1.065427,49.390566,2021
25,2021-1179950,2021-05-04,1,1,275000.0,8.0,0,1,Maison,143.0,6.0,2,terrains d'agrément,1115.0,1.065427,49.390566,2021
26,2021-1179742,2021-03-30,1,1,258000.0,4.0,0,1,Maison,110.0,5.0,1,sols,496.0,1.06482,49.392608,2021
32,2021-1178699,2021-02-17,1,1,518100.0,11.0,0,1,Maison,225.0,7.0,1,sols,2580.0,1.06338,49.391146,2021
35,2021-1178460,2021-02-16,1,1,210100.0,1.0,0,1,Maison,76.0,4.0,1,sols,583.0,1.061246,49.393128,2021
38,2021-1177934,2021-01-12,1,1,137000.0,2.0,0,1,Maison,63.0,4.0,1,sols,581.0,1.06104,49.392848,2021
45,2020-1064948,2020-09-30,1,1,2000000.0,138.0,0,4,Local industriel. commercial ou assimilé,1406.0,0.0,1,sols,3215.0,1.061634,49.395917,2020
46,2020-1064529,2020-09-22,1,1,165000.0,8.0,0,1,Maison,75.0,4.0,1,sols,351.0,1.060908,49.393355,2020
49,2020-1064116,2020-09-03,1,1,123000.0,6.0,0,1,Maison,63.0,4.0,1,sols,395.0,1.060981,49.394587,2020
50,2020-1063867,2020-08-27,1,1,181500.0,4.0,0,1,Maison,80.0,5.0,1,sols,485.0,1.063731,49.394418,2020
52,2020-1063703,2020-08-20,1,1,364000.0,17.0,0,1,Maison,132.0,3.0,2,terrains d'agrément,1088.0,1.067116,49.390385,2020
53,2020-1063703,2020-08-20,1,1,364000.0,17.0,0,1,Maison,132.0,3.0,1,sols,166.0,1.067116,49.390385,2020
54,2020-1063943,2020-08-20,1,1,165000.0,3.0,0,1,Maison,78.0,4.0,1,sols,453.0,1.060241,49.393026,2020
56,2020-1062464,2020-06-15,1,1,120000.0,2.0,0,1,Maison,63.0,4.0,1,sols,899.0,1.060683,49.391788,2020
59,2020-1062784,2020-06-09,1,1,165000.0,7.0,0,1,Maison,63.0,4.0,1,sols,523.0,1.061007,49.39383,2020
65,2020-1061662,2020-05-15,1,1,185000.0,4.0,0,1,Maison,109.0,5.0,1,sols,481.0,1.060719,49.392646,2020
70,2020-1060557,2020-02-17,1,1,200000.0,5.0,0,1,Maison,86.0,4.0,2,terrains d'agrément,563.0,1.063211,49.392964,2020
71,2020-1060557,2020-02-17,1,1,200000.0,5.0,0,1,Maison,86.0,4.0,1,sols,417.0,1.063211,49.392964,2020
75,2019-1118107,2019-12-13,1,1,377000.0,21.0,0,1,Maison,163.0,5.0,1,sols,1835.0,1.063311,49.391753,2019
80,2019-1117958,2019-12-06,1,1,230000.0,6.0,0,1,Maison,106.0,6.0,1,sols,1105.0,1.059771,49.391608,2019
81,2019-1116682,2019-10-14,1,1,255000.0,2.0,0,1,Maison,120.0,5.0,1,sols,765.0,1.067888,49.391888,2019
82,2019-1116548,2019-10-04,1,1,181000.0,3.0,0,1,Maison,76.0,5.0,1,sols,981.0,1.061492,49.392846,2019
89,2019-1115954,2019-09-06,1,1,270000.0,6.0,0,1,Maison,120.0,5.0,1,sols,1006.0,1.06155,49.391002,2019
90,2019-1115601,2019-08-23,1,1,194000.0,9.0,0,1,Maison,80.0,5.0,1,sols,332.0,1.062577,49.394309,2019
91,2019-1115285,2019-07-31,1,1,361000.0,19.0,0,1,Maison,150.0,5.0,1,sols,1827.0,1.063719,49.39173,2019
105,2019-1113458,2019-04-29,1,1,345000.0,14.0,0,1,Maison,147.0,4.0,1,sols,126.0,1.065398,49.389916,2019
106,2019-1113458,2019-04-29,1,1,345000.0,14.0,0,1,Maison,147.0,4.0,2,terrains d'agrément,1082.0,1.065398,49.389916,2019
110,2019-1112437,2019-02-18,1,1,112000.0,2.0,0,1,Maison,63.0,4.0,1,sols,263.0,1.0611,49.394313,2019
111,2018-1035818,2018-11-05,1,1,137000.0,18.0,0,1,Maison,62.0,2.0,1,sols,493.0,1.062902,49.39353,2018
112,2018-1035622,2018-10-10,1,1,233000.0,8.0,0,1,Maison,91.0,5.0,1,sols,518.0,1.064893,49.392934,2018
116,2018-1033312,2018-06-29,1,1,185500.0,20.0,0,1,Maison,120.0,4.0,1,sols,978.0,1.063055,49.393654,2018
121,2018-1032995,2018-06-11,1,1,153000.0,13.0,0,1,Maison,63.0,4.0,1,sols,321.0,1.061597,49.394376,2018
127,2018-1031016,2018-02-19,1,1,320100.0,50.0,0,1,Maison,157.0,5.0,1,sols,771.0,1.065997,49.393204,2018
128,2018-1030927,2018-02-15,1,1,160000.0,12.0,0,1,Maison,70.0,4.0,1,sols,431.0,1.063034,49.394627,2018
132,2017-545620,2017-12-20,1,1,156650.0,40.0,0,1,Maison,86.0,5.0,1,sols,520.0,1.061879,49.395061,2017
135,2017-545854,2017-12-14,1,1,290000.0,27.0,0,1,Maison,147.0,7.0,2,terrains d'agrément,1113.0,1.068251,49.390325,2017
136,2017-545854,2017-12-14,1,1,290000.0,27.0,0,1,Maison,147.0,7.0,1,sols,177.0,1.068251,49.390325,2017
139,2017-545042,2017-11-07,1,1,180000.0,12.0,0,1,Maison,106.0,4.0,1,sols,546.0,1.062785,49.392993,2017
142,2017-544837,2017-10-23,1,1,213150.0,2.0,0,1,Maison,102.0,5.0,1,sols,633.0,1.066418,49.391973,2017
143,2017-544611,2017-10-13,1,1,325080.0,12.0,0,1,Maison,129.0,3.0,1,sols,1607.0,1.063801,49.391122,2017
146,2017-544123,2017-08-31,1,1,150000.0,8.0,0,1,Maison,63.0,4.0,1,sols,408.0,1.060593,49.393065,2017
1,2021-1179174,2021-03-11,1,1,340706.72,9025.0,0,4,Local industriel. commercial ou assimilé,763.0,0.0,1,sols,3331.0,1.116723,49.379413,2021
2,2021-1179174,2021-03-11,1,1,340706.72,9025.0,0,4,Local industriel. commercial ou assimilé,6296.0,0.0,1,sols,3331.0,1.116723,49.379413,2021
3,2021-1179174,2021-03-11,1,1,340706.72,9025.0,0,4,Local industriel. commercial ou assimilé,4000.0,0.0,1,sols,4546.0,1.116994,49.380482,2021
4,2021-1179174,2021-03-11,1,1,340706.72,9025.0,0,4,Local industriel. commercial ou assimilé,585.0,0.0,1,sols,4546.0,1.116994,49.380482,2021
5,2021-1179192,2021-03-11,1,1,1950000.0,9025.0,0,4,Local industriel. commercial ou assimilé,763.0,0.0,1,sols,3331.0,1.116723,49.379413,2021
6,2021-1179192,2021-03-11,1,1,1950000.0,9025.0,0,4,Local industriel. commercial ou assimilé,6296.0,0.0,1,sols,3331.0,1.116723,49.379413,2021
7,2021-1179192,2021-03-11,1,1,1950000.0,9025.0,0,4,Local industriel. commercial ou assimilé,4000.0,0.0,1,sols,4546.0,1.116994,49.380482,2021
8,2021-1179192,2021-03-11,1,1,1950000.0,9025.0,0,4,Local industriel. commercial ou assimilé,585.0,0.0,1,sols,4546.0,1.116994,49.380482,2021
22,2019-1115287,2019-07-11,1,1,1.15,9030.0,0,4,Local industriel. commercial ou assimilé,6788.0,0.0,1,sols,13266.0,1.111227,49.385467,2019
23,2019-1115287,2019-07-11,1,1,1.15,9030.0,0,4,Local industriel. commercial ou assimilé,1193.0,0.0,1,sols,13266.0,1.111227,49.385467,2019
24,2019-1115287,2019-07-11,1,1,1.15,9040.0,0,4,Local industriel. commercial ou assimilé,720.0,0.0,1,sols,38722.0,1.110764,49.384442,2019
25,2019-1115287,2019-07-11,1,1,1.15,9040.0,0,4,Local industriel. commercial ou assimilé,4977.0,0.0,1,sols,38722.0,1.110764,49.384442,2019
27,2018-1035699,2018-10-18,1,1,4665039.0,9025.0,0,4,Local industriel. commercial ou assimilé,9826.0,0.0,1,sols,24353.0,1.113681,49.385111,2018
28,2018-1034830,2018-09-17,1,1,0.15,5001.0,0,4,Local industriel. commercial ou assimilé,1961.0,0.0,1,sols,5832.0,1.110202,49.382769,2018
0,2022-360076,2022-03-31,1,1,829628.0,9030.0,0,4,Local industriel. commercial ou assimilé,1200.0,0.0,3,terres,4000.0,1.117421,49.39399,2022
1,2022-360084,2022-03-31,1,1,2060729.0,9065.0,0,4,Local industriel. commercial ou assimilé,750.0,0.0,3,terres,4000.0,1.114288,49.393177,2022
2,2022-360084,2022-03-31,1,1,2060729.0,9065.0,0,4,Local industriel. commercial ou assimilé,750.0,0.0,1,sols,2484.0,1.114288,49.393177,2022
4,2022-360084,2022-03-31,1,1,2060729.0,9065.0,0,4,Local industriel. commercial ou assimilé,1500.0,0.0,3,terres,4000.0,1.114288,49.393177,2022
5,2022-360084,2022-03-31,1,1,2060729.0,9065.0,0,4,Local industriel. commercial ou assimilé,1500.0,0.0,1,sols,2484.0,1.114288,49.393177,2022
7,2021-1179920,2021-04-28,1,1,920000.0,9055.0,0,4,Local industriel. commercial ou assimilé,699.0,0.0,1,sols,1590.0,1.11472,49.393231,2021
12,2020-1066605,2020-12-28,1,1,1600000.0,9015.0,0,4,Local industriel. commercial ou assimilé,2400.0,0.0,1,sols,5630.0,1.113513,49.398926,2020
17,2020-1061217,2020-03-27,1,1,575000.0,9030.0,0,4,Local industriel. commercial ou assimilé,1144.0,0.0,1,sols,4622.0,1.11497,49.390227,2020
0,2022-359152,2022-02-01,1,1,160000.0,14.0,0,1,Maison,74.0,4.0,1,sols,311.0,1.09811,49.372986,2022
1,2021-1182234,2021-08-06,1,1,166500.0,6.0,0,1,Maison,67.0,4.0,1,sols,329.0,1.105556,49.376651,2021
3,2021-1181951,2021-07-19,1,1,167000.0,71.0,0,1,Maison,63.0,4.0,1,sols,328.0,1.098428,49.377485,2021
5,2021-1182005,2021-07-12,1,1,105000.0,43.0,0,1,Maison,75.0,3.0,4,jardins,961.0,1.102659,49.377303,2021
7,2021-1179038,2021-03-01,1,1,118000.0,7.0,0,1,Maison,60.0,3.0,1,sols,326.0,1.10023,49.377324,2021
8,2021-1178584,2021-02-22,1,1,168100.0,2.0,0,1,Maison,62.0,4.0,1,sols,449.0,1.099532,49.377434,2021
11,2020-1066649,2020-12-11,1,1,74000.0,2.0,0,4,Local industriel. commercial ou assimilé,20.0,0.0,1,sols,600.0,1.101669,49.375103,2020
13,2020-1064049,2020-08-26,1,1,141000.0,12.0,0,1,Maison,72.0,4.0,1,sols,338.0,1.102269,49.376309,2020
14,2020-1063542,2020-08-11,1,1,250000.0,2.0,0,1,Maison,118.0,5.0,1,sols,714.0,1.100223,49.373475,2020
15,2020-1062848,2020-07-02,1,1,155000.0,3.0,0,1,Maison,69.0,4.0,1,sols,376.0,1.099613,49.377056,2020
16,2020-1062588,2020-06-16,1,1,103100.0,23.0,0,1,Maison,52.0,3.0,1,sols,298.0,1.104171,49.374291,2020
17,2020-1062206,2020-06-10,1,1,158000.0,38.0,0,1,Maison,75.0,4.0,1,sols,331.0,1.103439,49.376498,2020
18,2020-1062316,2020-06-02,1,1,210000.0,12.0,0,1,Maison,81.0,4.0,1,sols,403.0,1.098403,49.377334,2020
19,2020-1062602,2020-05-30,1,1,248000.0,19.0,0,1,Maison,128.0,5.0,1,sols,646.0,1.098361,49.374403,2020
20,2020-1061618,2020-05-13,1,1,159500.0,63.0,0,1,Maison,81.0,4.0,1,sols,339.0,1.099225,49.377562,2020
21,2020-1061736,2020-05-11,1,1,233500.0,61.0,0,1,Maison,109.0,7.0,1,sols,441.0,1.099469,49.377531,2020
22,2019-1117969,2019-11-28,1,1,160000.0,7.0,0,1,Maison,94.0,4.0,1,sols,161.0,1.105279,49.374424,2019
23,2019-1117626,2019-11-26,1,1,155880.0,2.0,0,1,Maison,43.0,3.0,1,sols,295.0,1.106462,49.375276,2019
24,2019-1117353,2019-11-12,1,1,205000.0,16.0,0,1,Maison,74.0,4.0,1,sols,396.0,1.098219,49.373315,2019
46,2019-1116351,2019-09-27,1,1,230000.0,6.0,0,1,Maison,88.0,4.0,1,sols,545.0,1.099263,49.376381,2019
47,2019-1116082,2019-08-28,1,1,227000.0,30.0,0,1,Maison,116.0,4.0,1,sols,661.0,1.097997,49.374492,2019
48,2019-1115698,2019-07-30,1,1,287275.0,31.0,0,1,Maison,164.0,6.0,4,jardins,477.0,1.102995,49.376994,2019
49,2019-1115698,2019-07-30,1,1,287275.0,31.0,0,1,Maison,164.0,6.0,1,sols,500.0,1.102995,49.376994,2019
50,2019-1114715,2019-07-03,1,1,138000.0,13.0,0,1,Maison,82.0,3.0,1,sols,830.0,1.102597,49.376764,2019
51,2019-1114715,2019-07-03,1,1,138000.0,13.0,0,4,Local industriel. commercial ou assimilé,138.0,0.0,1,sols,830.0,1.102597,49.376764,2019
52,2019-1113259,2019-04-24,1,1,174000.0,26.0,0,1,Maison,67.0,4.0,1,sols,365.0,1.103019,49.373996,2019
54,2019-1112696,2019-03-21,1,1,146500.0,9.0,0,1,Maison,92.0,5.0,1,sols,319.0,1.106481,49.375727,2019
55,2019-1112491,2019-03-06,1,1,120000.0,36.0,0,1,Maison,67.0,4.0,1,sols,329.0,1.103712,49.376641,2019
56,2019-1112291,2019-02-21,1,1,190000.0,51.0,0,1,Maison,119.0,6.0,1,sols,428.0,1.10106,49.377616,2019
57,2019-1112303,2019-02-19,1,1,216975.0,3.0,0,1,Maison,90.0,5.0,1,sols,823.0,1.099286,49.37451,2019
58,2019-1111838,2019-01-31,1,1,148000.0,19.0,0,1,Maison,71.0,3.0,1,sols,673.0,1.101232,49.375645,2019
59,2018-1036436,2018-12-13,1,1,129000.0,10.0,0,1,Maison,81.0,4.0,1,sols,392.0,1.107489,49.375236,2018
60,2018-1035303,2018-09-26,1,1,155000.0,7.0,0,1,Maison,70.0,4.0,1,sols,287.0,1.105438,49.374741,2018
61,2018-1035105,2018-09-14,1,1,179950.0,2.0,0,1,Maison,120.0,4.0,1,sols,416.0,1.106608,49.37447,2018
62,2018-1033627,2018-07-16,1,1,110000.0,2.0,0,1,Maison,55.0,3.0,1,sols,361.0,1.106317,49.37479,2018
63,2018-1033108,2018-06-06,1,1,120000.0,21.0,0,1,Maison,58.0,4.0,1,sols,312.0,1.103716,49.374771,2018
64,2018-1032886,2018-05-30,1,1,154000.0,21.0,0,1,Maison,77.0,4.0,1,sols,462.0,1.103687,49.376975,2018
65,2018-1032843,2018-05-23,1,1,218000.0,4.0,0,1,Maison,113.0,5.0,1,sols,502.0,1.099779,49.376895,2018
66,2018-1030985,2018-02-14,1,1,149800.0,30.0,0,1,Maison,67.0,4.0,1,sols,624.0,1.102218,49.373888,2018
67,2017-545270,2017-11-23,1,1,153000.0,24.0,0,1,Maison,94.0,5.0,1,sols,329.0,1.104512,49.376707,2017
68,2017-545352,2017-11-14,1,1,80000.0,23.0,0,1,Maison,42.0,3.0,1,sols,529.0,1.102185,49.375733,2017
69,2017-545255,2017-11-09,1,1,185000.0,74.0,0,1,Maison,104.0,5.0,1,sols,571.0,1.099883,49.374421,2017
70,2017-544956,2017-11-02,1,1,222900.0,4.0,0,1,Maison,128.0,5.0,1,sols,541.0,1.09954,49.376388,2017
71,2017-544955,2017-10-24,1,1,187000.0,10.0,0,1,Maison,86.0,3.0,1,sols,424.0,1.099173,49.376878,2017
73,2017-544554,2017-10-05,1,1,213975.0,3.0,0,1,Maison,90.0,5.0,1,sols,823.0,1.099286,49.37451,2017
74,2017-544412,2017-09-25,1,1,151600.0,30.0,0,1,Maison,64.0,4.0,1,sols,319.0,1.10345,49.375097,2017
75,2017-544280,2017-09-21,1,1,152000.0,8.0,0,1,Maison,74.0,4.0,1,sols,459.0,1.101307,49.377373,2017
76,2017-543940,2017-09-07,1,1,156000.0,8.0,0,1,Maison,67.0,4.0,1,sols,336.0,1.105569,49.376783,2017
77,2017-543786,2017-08-28,1,1,65000.0,4.0,0,1,Maison,32.0,2.0,1,sols,268.0,1.107607,49.374767,2017
78,2017-543907,2017-08-25,1,1,181400.0,19.0,0,1,Maison,130.0,6.0,1,sols,401.0,1.100599,49.373885,2017
80,2017-543682,2017-08-21,1,1,199000.0,29.0,0,1,Maison,118.0,5.0,1,sols,362.0,1.100397,49.374971,2017
81,2017-542967,2017-07-10,1,1,196500.0,2.0,0,1,Maison,118.0,5.0,1,sols,714.0,1.100223,49.373475,2017
2,2020-1064345,2020-09-01,1,1,181950.0,22.0,0,1,Maison,78.0,4.0,1,sols,400.0,1.085669,49.387433,2020
9,2019-1112226,2019-02-25,1,1,13720000.0,115.0,0,4,Local industriel. commercial ou assimilé,16673.0,0.0,1,sols,65177.0,1.084777,49.385917,2019
10,2018-1035263,2018-10-12,1,1,170000.0,1.0,0,1,Maison,89.0,5.0,1,sols,409.0,1.086795,49.387186,2018
11,2018-1031047,2018-02-13,1,1,173500.0,2.0,0,1,Maison,74.0,4.0,1,sols,399.0,1.086643,49.387351,2018
12,2017-543853,2017-08-29,2,1,1700000.0,9110.0,0,4,Local industriel. commercial ou assimilé,4500.0,0.0,5,landes,5621.0,1.080447,49.387899,2017
15,2017-543684,2017-08-03,1,1,10500000.0,115.0,0,4,Local industriel. commercial ou assimilé,16673.0,0.0,1,sols,65177.0,1.084777,49.385917,2017
16,2017-543128,2017-07-17,1,1,174000.0,4.0,0,1,Maison,74.0,4.0,1,sols,410.0,1.086636,49.38753,2017
0,2022-360790,2022-05-24,1,1,117000.0,13.0,0,1,Maison,82.0,4.0,1,sols,71.0,1.110634,49.377535,2022
1,2021-1183871,2021-10-26,1,1,116000.0,31.0,0,1,Maison,95.0,4.0,1,sols,107.0,1.111406,49.37655,2021
2,2021-1183755,2021-10-09,1,1,147000.0,135.0,0,1,Maison,57.0,4.0,1,sols,102.0,1.108265,49.376412,2021
4,2021-1183134,2021-09-24,1,1,155500.0,227.0,0,1,Maison,48.0,3.0,1,sols,46.0,1.107283,49.377387,2021
7,2021-1183482,2021-09-16,1,1,76000.0,19.0,0,1,Maison,80.0,3.0,1,sols,307.0,1.106887,49.375801,2021
8,2021-1183025,2021-09-15,1,1,151000.0,215.0,0,1,Maison,74.0,3.0,1,sols,125.0,1.108728,49.376015,2021
15,2021-1182364,2021-08-17,1,1,121190.0,13.0,0,1,Maison,57.0,4.0,1,sols,119.0,1.111333,49.376205,2021
16,2021-1182283,2021-07-23,1,1,75000.0,14.0,0,1,Maison,96.0,5.0,1,sols,181.0,1.107283,49.375725,2021
17,2021-1181712,2021-07-22,1,1,156000.0,1.0,0,1,Maison,69.0,4.0,1,sols,124.0,1.111176,49.376701,2021
18,2021-1181930,2021-07-22,1,1,248000.0,133.0,0,1,Maison,118.0,4.0,1,sols,234.0,1.108672,49.376503,2021
23,2021-1180618,2021-06-09,1,1,100000.0,55.0,0,1,Maison,54.0,4.0,1,sols,118.0,1.112336,49.37667,2021
24,2021-1180618,2021-06-09,1,1,100000.0,55.0,0,2,Appartement,26.0,2.0,1,sols,118.0,1.112336,49.37667,2021
26,2021-1180437,2021-05-31,1,1,117500.0,6.0,0,1,Maison,70.0,4.0,1,sols,75.0,1.110249,49.377451,2021
27,2021-1180754,2021-05-26,1,1,136900.0,91.0,0,1,Maison,85.0,4.0,1,sols,277.0,1.110193,49.37687,2021
28,2021-1179321,2021-03-23,1,1,132600.0,26.0,0,1,Maison,80.0,4.0,1,sols,69.0,1.111769,49.37713,2021
34,2020-1066928,2020-12-21,1,1,125000.0,5.0,0,1,Maison,57.0,3.0,1,sols,90.0,1.11151,49.377111,2020
38,2020-1066241,2020-12-15,1,1,217300.0,237.0,0,1,Maison,100.0,5.0,1,sols,227.0,1.107296,49.377118,2020
39,2020-1066203,2020-12-01,1,1,15000.0,111.0,0,1,Maison,30.0,1.0,1,sols,91.0,1.108673,49.377068,2020
47,2020-1065296,2020-10-12,2,1,47000.0,111.0,0,1,Maison,30.0,1.0,1,sols,91.0,1.108673,49.377068,2020
48,2020-1065440,2020-10-12,1,1,7000.0,103.0,0,1,Maison,60.0,3.0,1,sols,64.0,1.10813,49.377008,2020
49,2020-1065440,2020-10-12,1,1,7000.0,103.0,0,1,Maison,81.0,3.0,1,sols,64.0,1.10813,49.377008,2020
54,2020-1065055,2020-10-07,1,1,94300.0,94.0,0,1,Maison,60.0,2.0,1,sols,35.0,1.107942,49.375892,2020
57,2020-1064517,2020-09-30,1,1,137100.0,20.0,0,1,Maison,72.0,3.0,1,sols,90.0,1.110894,49.377314,2020
58,2020-1064487,2020-09-29,1,1,80000.0,8.0,0,1,Maison,122.0,5.0,1,sols,116.0,1.11088,49.376013,2020
61,2020-1063647,2020-08-14,1,1,100000.0,5.0,0,1,Maison,59.0,5.0,1,sols,97.0,1.111426,49.376723,2020
62,2020-1063335,2020-07-31,1,1,102000.0,20.0,0,1,Maison,53.0,3.0,1,sols,95.0,1.111852,49.376111,2020
63,2020-1063356,2020-07-31,1,1,105000.0,19.0,0,1,Maison,45.0,4.0,1,sols,101.0,1.112091,49.376279,2020
64,2020-1063440,2020-07-10,1,1,60000.0,1.0,0,4,Local industriel. commercial ou assimilé,54.0,0.0,1,sols,63.0,1.108195,49.377398,2020
68,2020-1061907,2020-05-29,1,1,126000.0,47.0,0,1,Maison,83.0,4.0,1,sols,105.0,1.111965,49.376599,2020
69,2020-1062333,2020-05-20,1,1,31000.0,6.0,0,1,Maison,73.0,3.0,1,sols,122.0,1.110647,49.376212,2020
70,2020-1060441,2020-02-14,1,1,155500.0,95.0,0,1,Maison,80.0,4.0,1,sols,657.0,1.110282,49.376628,2020
71,2020-1060737,2020-02-07,1,1,160400.0,15.0,0,1,Maison,110.0,4.0,1,sols,737.0,1.111311,49.377796,2020
72,2020-1060472,2020-01-31,1,1,128000.0,15.0,0,1,Maison,45.0,3.0,1,sols,74.0,1.110744,49.377558,2020
73,2020-1060241,2020-01-30,1,1,132000.0,49.0,0,1,Maison,81.0,4.0,1,sols,107.0,1.112024,49.3766,2020
74,2019-1118312,2019-12-20,1,1,231000.0,13.0,0,2,Appartement,23.0,1.0,1,sols,245.0,1.106939,49.375547,2019
75,2019-1118312,2019-12-20,1,1,231000.0,13.0,0,2,Appartement,26.0,1.0,1,sols,245.0,1.106939,49.375547,2019
76,2019-1118312,2019-12-20,1,1,231000.0,13.0,0,2,Appartement,50.0,2.0,1,sols,245.0,1.106939,49.375547,2019
77,2019-1118312,2019-12-20,1,1,231000.0,13.0,0,2,Appartement,24.0,1.0,1,sols,245.0,1.106939,49.375547,2019
80,2019-1118312,2019-12-20,1,1,231000.0,13.0,0,2,Appartement,46.0,3.0,1,sols,245.0,1.106939,49.375547,2019
82,2019-1117603,2019-11-21,1,1,218000.0,17.0,0,1,Maison,170.0,6.0,1,sols,200.0,1.111423,49.377695,2019
83,2019-1117603,2019-11-21,1,1,218000.0,17.0,0,1,Maison,170.0,6.0,4,jardins,1321.0,1.111423,49.377695,2019
84,2019-1117894,2019-11-15,1,1,97000.0,10.0,0,1,Maison,60.0,4.0,1,sols,96.0,1.11188,49.376031,2019
85,2019-1117212,2019-10-30,1,1,118500.0,6.0,0,1,Maison,49.0,4.0,1,sols,114.0,1.110684,49.375997,2019
86,2019-1116876,2019-10-17,1,1,119000.0,50.0,0,1,Maison,80.0,4.0,1,sols,64.0,1.110049,49.377187,2019
87,2019-1116691,2019-10-04,1,1,127000.0,10.0,0,1,Maison,65.0,4.0,1,sols,117.0,1.111727,49.376771,2019
88,2019-1116697,2019-09-30,1,1,140000.0,17.0,0,1,Maison,73.0,3.0,1,sols,133.0,1.112162,49.376795,2019
89,2019-1116202,2019-08-31,1,1,100000.0,14.0,0,1,Maison,88.0,5.0,1,sols,127.0,1.11197,49.376791,2019
90,2019-1114719,2019-07-02,1,1,40000.0,209.0,0,1,Maison,60.0,3.0,1,sols,40.0,1.108439,49.375993,2019
97,2019-1114855,2019-06-29,1,1,85000.0,3.0,0,1,Maison,65.0,3.0,1,sols,72.0,1.110082,49.377418,2019
99,2019-1113927,2019-06-07,1,1,183000.0,12.0,0,1,Maison,83.0,4.0,1,sols,369.0,1.106578,49.376774,2019
101,2019-1118733,2019-05-10,1,2,78000.0,8.0,0,1,Maison,122.0,5.0,1,sols,116.0,1.11088,49.376013,2019
102,2019-1112985,2019-04-01,1,1,139500.0,97.0,0,1,Maison,90.0,4.0,1,sols,195.0,1.110105,49.376395,2019
103,2019-1112256,2019-02-18,1,1,131775.0,14.0,0,1,Maison,96.0,5.0,1,sols,181.0,1.107283,49.375725,2019
104,2019-1111751,2019-01-22,1,1,169000.0,30.0,0,1,Maison,90.0,6.0,1,sols,165.0,1.110575,49.377263,2019
105,2019-1111551,2019-01-11,1,1,103000.0,225.0,0,1,Maison,45.0,3.0,1,sols,33.0,1.107217,49.377374,2019
107,2019-1111605,2019-01-03,1,1,55000.0,108.0,0,1,Maison,48.0,3.0,1,sols,43.0,1.108001,49.375729,2019
111,2018-1036087,2018-11-10,1,1,80000.0,2.0,0,1,Maison,45.0,3.0,1,sols,86.0,1.111249,49.376697,2018
112,2018-1035489,2018-10-15,1,1,106000.0,12.0,0,1,Maison,58.0,3.0,1,sols,120.0,1.111165,49.376277,2018
113,2018-1034741,2018-09-12,1,1,121000.0,14.0,0,1,Maison,75.0,3.0,1,sols,72.0,1.110691,49.377549,2018
114,2018-1034544,2018-09-10,1,1,145000.0,8.0,0,1,Maison,109.0,4.0,1,sols,109.0,1.111607,49.376756,2018
115,2018-1034234,2018-07-27,1,1,118000.0,28.0,0,1,Maison,57.0,3.0,1,sols,81.0,1.110668,49.377273,2018
116,2018-1033478,2018-06-25,1,1,96000.0,25.0,0,1,Maison,75.0,4.0,1,sols,79.0,1.111455,49.37692,2018
117,2018-1032441,2018-05-02,1,1,184100.0,16.0,0,1,Maison,95.0,5.0,1,sols,493.0,1.108689,49.375791,2018
118,2018-1032111,2018-04-19,1,1,250000.0,39.0,0,2,Appartement,28.0,1.0,1,sols,223.0,1.111683,49.376579,2018
122,2018-1032111,2018-04-19,1,1,250000.0,39.0,0,2,Appartement,60.0,2.0,1,sols,223.0,1.111683,49.376579,2018
125,2018-1032017,2018-04-09,1,1,113000.0,24.0,0,1,Maison,87.0,4.0,1,sols,87.0,1.110755,49.377313,2018
130,2018-1031272,2018-02-03,1,1,100000.0,55.0,0,1,Maison,80.0,3.0,1,sols,113.0,1.112361,49.376565,2018
131,2018-1030887,2018-01-26,1,1,126000.0,22.0,0,1,Maison,92.0,5.0,1,sols,95.0,1.111674,49.377183,2018
132,2018-1030546,2018-01-15,1,1,85000.0,17.0,0,1,Maison,64.0,4.0,1,sols,54.0,1.110867,49.377555,2018
135,2017-545816,2017-11-30,1,1,95000.0,37.0,0,1,Maison,57.0,4.0,1,sols,124.0,1.110612,49.376924,2017
